"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8.06126128414354,9.61472481299201,9.08490132510744,9.84371815857185,8.95503805611956,0.87051182645373,0.89756281611044,0.55751981374342,0.366903783893213,0.863465209282003
"2",8.90889931505546,8.9954327787922,10.6059563586656,10.9596133825455,9.3267932267494,0.68880151361227,0.756784477364272,0.954590705549344,0.538717605243437,0.155393022904173
"3",10.6840024737426,9.99185869609193,7.98513165306833,8.97253049004368,9.19211995687169,0.866278755804524,0.993479544855654,0.427460144227371,0.559987278608605,0.574372406234033
"4",10.22435309646,9.59856963806989,11.5528233460512,12.1249517886256,11.8414374313294,0.356736293947324,0.200811208039522,0.824985180958174,0.891012500436045,0.908354687015526
"5",9.65253791230177,10.0640496060707,10.6310743664488,10.7787590961898,9.18099597511408,0.521838178299367,0.503155019017868,0.639063652232289,0.175741730886512,0.211540564824827
"6",11.3798578434884,12.1938173969371,9.1246229084194,10.7557295591466,7.74791289548603,0.891324624279514,0.474410130549222,0.907738951570354,0.636264607449993,0.318070348305628
"7",9.43050288236151,11.1273605298299,11.2126949657927,9.47502753299937,9.69521501700045,0.410471816244535,0.139281148836017,0.499782882770523,0.955127210426144,0.34789382154122
"8",10.5375099683591,10.8631977177201,9.625034304752,10.3738251166934,10.9039175701025,0.11418808249291,0.142910081450827,0.697902079275809,0.406663948018104,0.50628174256999
"9",10.3136967045021,8.85779221368997,8.34967816948938,9.79091380905579,13.085344972493,0.726939699426293,0.352194036054425,0.416596610983834,0.922807748499326,0.542471280274913
"10",10.7234834261934,9.09739727369923,10.4184612806145,11.4225663942525,10.5981929540741,0.526173044648022,0.446475843782537,0.198387297010049,0.565513846231624,0.811980850971304
